50,507692.520
100,775016.484
150,1061548.86
200,1459536.22
250,1889113.90
300,2322325.20
350,2845057.22
400,3674226.24
450,3921346.52
500,4485287.46
550,5327189.76
600,5881583.78
650,6789794.10
700,7281093.64
750,8522337.40
800,10667236.9
850,10873519.2
900,12035217.2
950,12792140.1
1000,14803615.3

Gradient =  1.1932909942554772
Correlation Coefficient =  0.9855725664949567
