Time,V(0),V(N001),V(N002),V(N003),V(N004),V(N005),I(C1),I(I1),I(I2),I(L1),I(L2),I(R1),I(R2),I(R3),I(R4),
0.01885,0,-5.14661,0.809032,0.650626,1.42818,0.321887,-0.00657479,-0.0661312,-0.0661312,-0.0837689,0.0176377,0.00657479,-0.0110629,0.0595564,0.00657479,
0.0189,0,-4.89218,0.83355,0.642719,1.59295,0.318462,-0.00648513,-0.0637424,-0.0637424,-0.0829724,0.01923,0.00648513,-0.0127449,0.0572573,0.00648513,
0.01895,0,-4.63317,0.856968,0.634189,1.75616,0.314723,-0.00638933,-0.0612907,-0.0612907,-0.0820944,0.0208037,0.00638933,-0.0144143,0.0549014,0.00638933,
0.019,0,-4.36984,0.879262,0.625047,1.91763,0.310673,-0.00628747,-0.0587785,-0.0587785,-0.0811356,0.022357,0.00628747,-0.0160696,0.0524911,0.00628747,
0.01905,0,-4.10245,0.900414,0.6153,2.07721,0.306316,-0.00617966,-0.0562083,-0.0562083,-0.0800969,0.0238886,0.00617966,-0.0177089,0.0500287,0.00617966,
0.0191,0,-3.83127,0.920402,0.604958,2.23475,0.301657,-0.00606601,-0.0535827,-0.0535827,-0.0789796,0.0253969,0.00606601,-0.0193309,0.0475167,0.00606601,
0.01915,0,-3.55654,0.939208,0.594031,2.39008,0.2967,-0.00594662,-0.0509041,-0.0509041,-0.0777845,0.0268804,0.00594662,-0.0209338,0.0449575,0.00594662,
0.0192,0,-3.27856,0.956815,0.58253,2.54305,0.29145,-0.00582161,-0.0481754,-0.0481754,-0.076513,0.0283376,0.00582161,-0.022516,0.0423538,0.00582161,
0.01925,0,-2.99759,0.973208,0.570467,2.69352,0.285911,-0.00569111,-0.0453991,-0.0453991,-0.0751663,0.0297672,0.00569111,-0.0240761,0.0397079,0.00569111,
0.0193,0,-2.7139,0.988369,0.557853,2.84133,0.280091,-0.00555523,-0.0425779,-0.0425779,-0.0737456,0.0311677,0.00555523,-0.0256124,0.0370227,0.00555523,
0.01935,0,-2.42778,1.00229,0.5447,2.98634,0.273994,-0.00541412,-0.0397148,-0.0397148,-0.0722524,0.0325376,0.00541412,-0.0271235,0.0343007,0.00541412,
0.0194,0,-2.13951,1.01495,0.531022,3.12841,0.267626,-0.00526792,-0.0368125,-0.0368125,-0.0706882,0.0338758,0.00526791,-0.0286078,0.0315445,0.00526791,
0.01945,0,-1.84936,1.02634,0.516831,3.26739,0.260994,-0.00511675,-0.0338738,-0.0338738,-0.0690545,0.0351807,0.00511675,-0.030064,0.028757,0.00511675,
0.0195,0,-1.55763,1.03646,0.502143,3.40315,0.254104,-0.00496078,-0.0309017,-0.0309017,-0.0673529,0.0364512,0.00496078,-0.0314905,0.0259409,0.00496078,
0.01955,0,-1.26461,1.04529,0.486971,3.53555,0.246963,-0.00480016,-0.0278991,-0.0278991,-0.0655852,0.0376861,0.00480016,-0.0328859,0.023099,0.00480016,
0.0196,0,-0.970574,1.05282,0.47133,3.66447,0.239578,-0.00463504,-0.024869,-0.024869,-0.0637529,0.0388839,0.00463504,-0.0342489,0.0202339,0.00463504,
0.01965,0,-0.675819,1.05905,0.455235,3.78977,0.231956,-0.00446559,-0.0218143,-0.0218143,-0.061858,0.0400437,0.00446559,-0.0355781,0.0173487,0.00446559,
0.0197,0,-0.380634,1.06398,0.438704,3.91133,0.224105,-0.00429197,-0.0187381,-0.0187381,-0.0599024,0.0411642,0.00429197,-0.0368723,0.0144462,0.00429197,
0.01975,0,-0.085309,1.0676,0.42175,4.02904,0.216033,-0.00411435,-0.0156434,-0.0156434,-0.0578879,0.0422444,0.00411435,-0.0381301,0.0115291,0.00411435,
0.0198,0,0.209866,1.06991,0.404393,4.14277,0.207747,-0.00393291,-0.0125333,-0.0125333,-0.0558165,0.0432831,0.00393291,-0.0393502,0.00860042,0.00393291,
0.01985,0,0.5046,1.0709,0.386648,4.25242,0.199257,-0.00374782,-0.00941083,-0.00941083,-0.0536903,0.0442794,0.00374782,-0.0405316,0.00566301,0.00374782,
0.0199,0,0.798604,1.07058,0.368532,4.35787,0.190569,-0.00355927,-0.00627905,-0.00627905,-0.0515113,0.0452323,0.00355927,-0.041673,0.00271979,0.00355927,
0.01995,0,1.09159,1.06895,0.350065,4.45902,0.181693,-0.00336744,-0.00314108,-0.00314108,-0.0492818,0.0461407,0.00336744,-0.0427733,-0.000226359,0.00336744,
0.02,0,1.38326,1.06601,0.331263,4.55578,0.172637,-0.00317251,-3.59135e-11,-3.59135e-11,-0.0470039,0.0470039,0.00317251,-0.0438314,-0.00317251,0.00317251,
0.02005,0,1.67335,1.06177,0.312146,4.64804,0.163411,-0.00297469,0.00314108,0.00314108,-0.0446799,0.047821,0.00297469,-0.0448463,-0.00611577,0.00297469,
0.0201,0,1.96155,1.05623,0.292732,4.73572,0.154024,-0.00277417,0.00627905,0.00627905,-0.042312,0.0485911,0.00277417,-0.0458169,-0.00905322,0.00277417,
0.02015,0,2.24759,1.04939,0.27304,4.81872,0.144484,-0.00257114,0.00941083,0.00941083,-0.0399027,0.0493135,0.00257114,-0.0467424,-0.011982,0.00257114,
0.0202,0,2.53118,1.04127,0.253091,4.89697,0.134801,-0.00236579,0.0125333,0.0125333,-0.0374542,0.0499875,0.00236579,-0.0476217,-0.0148991,0.00236579,
0.02025,0,2.81205,1.03187,0.232902,4.9704,0.124985,-0.00215834,0.0156434,0.0156434,-0.034969,0.0506124,0.00215834,-0.0484541,-0.0178018,0.00215834,
0.0203,0,3.08992,1.02121,0.212495,5.03891,0.115046,-0.00194899,0.0187381,0.0187381,-0.0324495,0.0511877,0.00194899,-0.0492387,-0.0206871,0.00194899,
0.02035,0,3.36452,1.00929,0.191889,5.10246,0.104992,-0.00173794,0.0218143,0.0218143,-0.0298983,0.0517126,0.00173794,-0.0499747,-0.0235523,0.00173794,
0.0204,0,3.63558,0.996138,0.171105,5.16098,0.0948352,-0.0015254,0.024869,0.024869,-0.0273178,0.0521868,0.0015254,-0.0506614,-0.0263944,0.0015254,
0.02045,0,3.90282,0.981753,0.150163,5.2144,0.0845844,-0.00131158,0.0278991,0.0278991,-0.0247106,0.0526097,0.00131158,-0.0512982,-0.0292107,0.00131158,
0.0205,0,4.166,0.966158,0.129084,5.26268,0.0742498,-0.00109668,0.0309017,0.0309017,-0.0220793,0.052981,0.00109668,-0.0518843,-0.0319984,0.00109668,
0.02055,0,4.42484,0.949366,0.107888,5.30577,0.0638417,-0.00088093,0.0338738,0.0338738,-0.0194264,0.0533002,0.00088093,-0.0524193,-0.0347547,0.00088093,
0.0206,0,4.6791,0.931398,0.0865967,5.34362,0.0533704,-0.000664527,0.0368125,0.0368125,-0.0167546,0.053567,0.000664527,-0.0529025,-0.037477,0.000664527,
0.02065,0,4.92852,0.91227,0.0652306,5.37621,0.0428462,-0.000447688,0.0397148,0.0397148,-0.0140665,0.0537813,0.000447688,-0.0533336,-0.0401625,0.000447688,
0.0207,0,5.17286,0.892003,0.0438109,5.40348,0.0322796,-0.000230626,0.0425779,0.0425779,-0.0113647,0.0539427,0.000230626,-0.053712,-0.0428086,0.000230626,
0.02075,0,5.41188,0.870619,0.0223585,5.42543,0.0216808,-1.35542e-05,0.045399,0.045399,-0.00865203,0.0540511,1.35542e-05,-0.0540375,-0.0454126,1.35542e-05,
0.0208,0,5.64534,0.848138,0.000894794,5.44203,0.0110605,0.000203314,0.0481754,0.0481754,-0.00593101,0.0541064,-0.000203314,-0.0543097,-0.0479721,-0.000203314,
0.02085,0,5.87302,0.824586,-0.0205592,5.45326,0.000429013,0.000419765,0.0509041,0.0509041,-0.00320439,0.0541085,-0.000419765,-0.0545283,-0.0504844,-0.000419765,
0.0209,0,6.09469,0.799984,-0.0419824,5.45911,-0.0102031,0.000635587,0.0535827,0.0535827,-0.000474832,0.0540575,-0.000635587,-0.0546931,-0.0529471,-0.000635587,
0.02095,0,6.31014,0.77436,-0.0633537,5.45957,-0.0208253,0.000850568,0.0562083,0.0562083,0.00225495,0.0539534,-0.000850568,-0.054804,-0.0553578,-0.000850568,
0.021,0,6.51914,0.74774,-0.084652,5.45465,-0.0314272,0.0010645,0.0587785,0.0587785,0.00498228,0.0537962,-0.0010645,-0.0548607,-0.057714,-0.0010645,
0.02105,0,6.7215,0.720149,-0.105856,5.44434,-0.0419983,0.00127716,0.0612907,0.0612907,0.00770445,0.0535863,-0.00127716,-0.0548634,-0.0600135,-0.00127716,
0.0211,0,6.91702,0.691618,-0.126946,5.42867,-0.0525282,0.00148835,0.0637424,0.0637424,0.0104188,0.0533236,-0.00148835,-0.054812,-0.062254,-0.00148835,
0.02115,0,7.10551,0.662175,-0.1479,5.40764,-0.0630064,0.00169787,0.0661312,0.0661312,0.0131226,0.0530086,-0.00169787,-0.0547065,-0.0644333,-0.00169787,
0.0212,0,7.28677,0.63185,-0.168697,5.38127,-0.0734226,0.0019055,0.0684547,0.0684547,0.0158132,0.0526415,-0.0019055,-0.054547,-0.0665492,-0.0019055,
0.02125,0,7.46064,0.600674,-0.189318,5.3496,-0.0837666,0.00211104,0.0707107,0.0707107,0.018488,0.0522226,-0.00211104,-0.0543337,-0.0685996,-0.00211104,
0.0213,0,7.62694,0.568678,-0.209742,5.31265,-0.0940281,0.00231429,0.0728969,0.0728969,0.0211444,0.0517525,-0.00231429,-0.0540668,-0.0705826,-0.00231429,
0.02135,0,7.7855,0.535896,-0.229949,5.27046,-0.104197,0.00251504,0.0750111,0.0750111,0.0237796,0.0512315,-0.00251504,-0.0537466,-0.0724961,-0.00251504,
0.0214,0,7.93618,0.502361,-0.249919,5.22307,-0.114263,0.00271311,0.0770513,0.0770513,0.0263911,0.0506602,-0.00271311,-0.0533733,-0.0743382,-0.00271311,
0.02145,0,8.07883,0.468106,-0.269632,5.17052,-0.124217,0.0029083,0.0790155,0.0790155,0.0289764,0.0500391,-0.0029083,-0.0529474,-0.0761072,-0.0029083,
0.0215,0,8.2133,0.433167,-0.289069,5.11288,-0.134048,0.00310042,0.0809017,0.0809017,0.0315328,0.0493689,-0.00310042,-0.0524693,-0.0778013,-0.00310042,
0.02155,0,8.33946,0.397579,-0.308211,5.05019,-0.143748,0.00328927,0.0827081,0.0827081,0.0340579,0.0486501,-0.00328927,-0.0519394,-0.0794188,-0.00328927,
0.0216,0,8.45719,0.361378,-0.327039,4.98252,-0.153305,0.00347467,0.0844328,0.0844328,0.0365492,0.0478836,-0.00347467,-0.0513583,-0.0809581,-0.00347467,
0.02165,0,8.56638,0.324601,-0.345534,4.90994,-0.162712,0.00365644,0.0860742,0.0860742,0.0390042,0.04707,-0.00365644,-0.0507265,-0.0824178,-0.00365644,
0.0217,0,8.66691,0.287284,-0.363678,4.83251,-0.171958,0.0038344,0.0876307,0.0876307,0.0414204,0.0462103,-0.0038344,-0.0500447,-0.0837963,-0.0038344,
0.02175,0,8.75869,0.249467,-0.381453,4.75031,-0.181034,0.00400838,0.0891007,0.0891007,0.0437956,0.0453051,-0.00400838,-0.0493135,-0.0850923,-0.00400838,
0.0218,0,8.84164,0.211187,-0.398843,4.66343,-0.189932,0.00417821,0.0904827,0.0904827,0.0461273,0.0443554,-0.00417821,-0.0485336,-0.0863045,-0.00417821,
0.02185,0,8.91566,0.172482,-0.415829,4.57195,-0.198643,0.00434371,0.0917755,0.0917755,0.0484133,0.0433622,-0.00434371,-0.0477059,-0.0874318,-0.00434371,
0.0219,0,8.98068,0.133392,-0.432395,4.47596,-0.207158,0.00450473,0.0929776,0.0929776,0.0506512,0.0423264,-0.00450473,-0.0468311,-0.0884729,-0.00450473,
0.02195,0,9.03665,0.0939572,-0.448524,4.37555,-0.215469,0.00466111,0.0940881,0.0940881,0.052839,0.0412491,-0.00466111,-0.0459102,-0.089427,-0.00466111,
0.022,0,9.08351,0.0542163,-0.464202,4.27082,-0.223568,0.00481269,0.0951057,0.0951057,0.0549744,0.0401312,-0.00481269,-0.0449439,-0.090293,-0.00481269,
0.02205,0,9.12121,0.0142099,-0.479412,4.16189,-0.231445,0.00495933,0.0960294,0.0960294,0.0570554,0.038974,-0.00495933,-0.0439333,-0.09107,-0.00495933,
0.0221,0,9.14972,-0.0260217,-0.494139,4.04885,-0.239095,0.00510088,0.0968583,0.0968583,0.0590798,0.0377785,-0.00510088,-0.0428794,-0.0917574,-0.00510088,
0.02215,0,9.16901,-0.0664377,-0.508369,3.93181,-0.246509,0.0052372,0.0975917,0.0975917,0.0610457,0.036546,-0.0052372,-0.0417832,-0.0923545,-0.0052372,
0.0222,0,9.17906,-0.106998,-0.522088,3.8109,-0.25368,0.00536816,0.0982287,0.0982287,0.0629511,0.0352776,-0.00536816,-0.0406457,-0.0928606,-0.00536816,
0.02225,0,9.17986,-0.14766,-0.535282,3.68622,-0.2606,0.00549364,0.0987688,0.0987688,0.0647942,0.0339746,-0.00549364,-0.0394682,-0.0932752,-0.00549364,
0.0223,0,9.17141,-0.188384,-0.547939,3.55791,-0.267264,0.0056135,0.0992115,0.0992115,0.0665732,0.0326383,-0.0056135,-0.0382518,-0.093598,-0.0056135,
0.02235,0,9.15373,-0.229129,-0.560046,3.42609,-0.273664,0.00572763,0.0995562,0.0995562,0.0682863,0.0312699,-0.00572763,-0.0369976,-0.0938286,-0.00572763,
0.0224,0,9.12682,-0.269854,-0.571591,3.2909,-0.279794,0.00583593,0.0998027,0.0998027,0.0699317,0.029871,-0.00583593,-0.0357069,-0.0939667,-0.00583593,
0.02245,0,9.09072,-0.310516,-0.582562,3.15245,-0.285649,0.00593827,0.0999507,0.0999507,0.0715079,0.0284427,-0.00593827,-0.034381,-0.0940124,-0.00593827,
0.0225,0,9.04547,-0.351077,-0.592949,3.0109,-0.291221,0.00603457,0.1,0.1,0.0730134,0.0269866,-0.00603457,-0.0330212,-0.0939654,-0.00603457,
0.02255,0,8.9911,-0.391493,-0.602743,2.86638,-0.296506,0.00612472,0.0999507,0.0999507,0.0744466,0.0255041,-0.00612472,-0.0316288,-0.0938259,-0.00612472,
0.0226,0,8.92768,-0.431726,-0.611932,2.71903,-0.301499,0.00620865,0.0998027,0.0998027,0.0758061,0.0239966,-0.00620865,-0.0302052,-0.093594,-0.00620865,
0.02265,0,8.85526,-0.471733,-0.620508,2.56899,-0.306195,0.00628627,0.0995562,0.0995562,0.0770906,0.0224656,-0.00628627,-0.0287519,-0.0932699,-0.00628627,
0.0227,0,8.77392,-0.511476,-0.628463,2.41643,-0.310588,0.00635749,0.0992115,0.0992115,0.0782988,0.0209127,-0.00635749,-0.0272702,-0.092854,-0.00635749,
0.02275,0,8.68374,-0.550913,-0.635789,2.26148,-0.314675,0.00642226,0.0987688,0.0987688,0.0794295,0.0193393,-0.00642226,-0.0257616,-0.0923466,-0.00642226,
0.0228,0,8.58482,-0.590005,-0.642478,2.1043,-0.318452,0.00648051,0.0982287,0.0982287,0.0804817,0.017747,-0.00648051,-0.0242276,-0.0917482,-0.00648051,
0.02285,0,8.47724,-0.628712,-0.648524,1.94505,-0.321915,0.00653219,0.0975917,0.0975917,0.0814542,0.0161375,-0.00653219,-0.0226697,-0.0910595,-0.00653219,
0.0229,0,8.36111,-0.666996,-0.653922,1.78388,-0.32506,0.00657723,0.0968583,0.0968583,0.0823461,0.0145122,-0.00657723,-0.0210894,-0.0902811,-0.00657723,
0.02295,0,8.23656,-0.704817,-0.658665,1.62095,-0.327885,0.00661561,0.0960294,0.0960294,0.0831566,0.0128727,-0.00661561,-0.0194884,-0.0894138,-0.00661561,
0.023,0,8.1037,-0.742138,-0.66275,1.45642,-0.330386,0.00664728,0.0951057,0.0951057,0.0838848,0.0112208,-0.00664728,-0.0178681,-0.0884584,-0.00664728,
0.02305,0,7.96267,-0.778921,-0.666171,1.29046,-0.332561,0.00667221,0.0940881,0.0940881,0.0845301,0.00955801,-0.00667221,-0.0162302,-0.0874159,-0.00667221,
0.0231,0,7.8136,-0.815128,-0.668927,1.12323,-0.334408,0.00669037,0.0929776,0.0929776,0.0850917,0.00788597,-0.00669037,-0.0145763,-0.0862873,-0.00669037,
0.02315,0,7.65665,-0.850724,-0.671014,0.954885,-0.335926,0.00670176,0.0917755,0.0917755,0.0855691,0.00620634,-0.00670176,-0.0129081,-0.0850737,-0.00670176,
0.0232,0,7.49196,-0.885672,-0.67243,0.785603,-0.337112,0.00670636,0.0904827,0.0904827,0.0859619,0.00452078,-0.00670636,-0.0112271,-0.0837763,-0.00670636,
0.02325,0,7.31971,-0.919936,-0.673174,0.615547,-0.337965,0.00670417,0.0891007,0.0891007,0.0862697,0.00283096,-0.00670417,-0.00953512,-0.0823965,-0.00670417,
0.0233,0,7.14007,-0.953483,-0.673244,0.444886,-0.338485,0.00669518,0.0876307,0.0876307,0.0864921,0.00113853,-0.00669518,-0.00783371,-0.0809355,-0.00669518,
0.02335,0,6.9532,-0.986278,-0.672642,0.273787,-0.338672,0.00667941,0.0860742,0.0860742,0.086629,-0.000554828,-0.00667941,-0.00612459,-0.0793948,-0.00667941,
0.0234,0,6.7593,-1.01829,-0.671368,0.10242,-0.338524,0.00665688,0.0844328,0.0844328,0.0866802,-0.00224745,-0.00665688,-0.00440944,-0.0777759,-0.00665688,
0.02345,0,6.55856,-1.04948,-0.669423,-0.0690471,-0.338042,0.00662761,0.0827081,0.0827081,0.0866457,-0.00393766,-0.00662761,-0.00268995,-0.0760804,-0.00662761,
0.0235,0,6.35118,-1.07982,-0.666809,-0.240444,-0.337227,0.00659163,0.0809017,0.0809017,0.0865255,-0.0056238,-0.00659163,-0.000967832,-0.0743101,-0.00659163,
0.02355,0,6.13736,-1.10929,-0.663528,-0.411602,-0.336079,0.00654897,0.0790155,0.0790155,0.0863197,-0.00730419,-0.00654897,0.000755226,-0.0724665,-0.00654897,
0.0236,0,5.91732,-1.13784,-0.659584,-0.582352,-0.3346,0.00649967,0.0770513,0.0770513,0.0860285,-0.00897719,-0.00649967,0.00247752,-0.0705517,-0.00649967,
0.02365,0,5.69127,-1.16546,-0.654981,-0.752526,-0.332791,0.0064438,0.0750111,0.0750111,0.0856523,-0.0106411,-0.0064438,0.00419735,-0.0685673,-0.0064438,
0.0237,0,5.45944,-1.19211,-0.649723,-0.921955,-0.330653,0.00638139,0.0728969,0.0728969,0.0851913,-0.0122944,-0.00638139,0.00591302,-0.0665155,-0.00638139,
0.02375,0,5.22205,-1.21776,-0.643816,-1.09047,-0.32819,0.00631252,0.0707107,0.0707107,0.084646,-0.0139354,-0.00631252,0.00762284,-0.0643982,-0.00631252,
0.0238,0,4.97935,-1.2424,-0.637265,-1.25791,-0.325402,0.00623726,0.0684547,0.0684547,0.0840171,-0.0155624,-0.00623726,0.00932511,-0.0622175,-0.00623726,
0.02385,0,4.73156,-1.26599,-0.630077,-1.42411,-0.322294,0.00615567,0.0661312,0.0661312,0.083305,-0.0171738,-0.00615567,0.0110182,-0.0599755,-0.00615567,
0.0239,0,4.47894,-1.28851,-0.62226,-1.5889,-0.318867,0.00606784,0.0637424,0.0637424,0.0825106,-0.0187682,-0.00606784,0.0127003,-0.0576746,-0.00606784,
0.02395,0,4.22174,-1.30994,-0.61382,-1.75212,-0.315127,0.00597386,0.0612907,0.0612907,0.0816345,-0.0203438,-0.00597386,0.0143699,-0.0553168,-0.00597386,
0.024,0,3.96021,-1.33026,-0.604766,-1.91361,-0.311075,0.00587382,0.0587785,0.0587785,0.0806777,-0.0218992,-0.00587382,0.0160254,-0.0529047,-0.00587382,
0.02405,0,3.69461,-1.34944,-0.595108,-2.07321,-0.306716,0.00576782,0.0562083,0.0562083,0.0796411,-0.0234328,-0.00576782,0.0176649,-0.0504405,-0.00576782,
0.0241,0,3.42521,-1.36746,-0.584854,-2.23076,-0.302055,0.00565597,0.0535827,0.0535827,0.0785257,-0.024943,-0.00565597,0.0192871,-0.0479267,-0.00565597,
0.02415,0,3.15226,-1.38432,-0.574015,-2.38611,-0.297096,0.00553837,0.0509041,0.0509041,0.0773327,-0.0264285,-0.00553837,0.0208902,-0.0453658,-0.00553837,
0.0242,0,2.87604,-1.39998,-0.562602,-2.5391,-0.291844,0.00541515,0.0481754,0.0481754,0.0760631,-0.0278877,-0.00541515,0.0224726,-0.0427602,-0.00541515,
0.02425,0,2.59683,-1.41443,-0.550625,-2.68959,-0.286305,0.00528642,0.0453991,0.0453991,0.0747183,-0.0293193,-0.00528642,0.0240329,-0.0401126,-0.00528642,
0.0243,0,2.31489,-1.42767,-0.538098,-2.83742,-0.280482,0.00515231,0.0425779,0.0425779,0.0732996,-0.0307217,-0.00515231,0.0255694,-0.0374256,-0.00515231,
0.02435,0,2.03052,-1.43967,-0.525031,-2.98245,-0.274383,0.00501296,0.0397148,0.0397148,0.0718084,-0.0320936,-0.00501296,0.0270806,-0.0347018,-0.00501296,
0.0244,0,1.74398,-1.45042,-0.511439,-3.12453,-0.268014,0.00486851,0.0368125,0.0368125,0.0702461,-0.0334337,-0.00486851,0.0285652,-0.0319439,-0.00486851,
0.02445,0,1.45556,-1.45991,-0.497334,-3.26353,-0.26138,0.00471909,0.0338738,0.0338738,0.0686144,-0.0347406,-0.00471909,0.0300215,-0.0291547,-0.00471909,
0.0245,0,1.16556,-1.46813,-0.482731,-3.3993,-0.254488,0.00456486,0.0309017,0.0309017,0.0669147,-0.036013,-0.00456486,0.0314482,-0.0263368,-0.00456486,
0.02455,0,0.874243,-1.47507,-0.467644,-3.53172,-0.247346,0.00440597,0.0278991,0.0278991,0.0651488,-0.0372497,-0.00440597,0.0328438,-0.0234931,-0.00440597,
0.0246,0,0.581914,-1.48073,-0.452087,-3.66066,-0.239959,0.00424257,0.024869,0.024869,0.0633185,-0.0384495,-0.00424257,0.034207,-0.0206264,-0.00424257,
0.02465,0,0.288858,-1.48509,-0.436077,-3.78597,-0.232336,0.00407483,0.0218143,0.0218143,0.0614255,-0.0396112,-0.00407483,0.0355364,-0.0177395,-0.00407483,
0.0247,0,-0.00463667,-1.48816,-0.419629,-3.90755,-0.224483,0.00390292,0.0187381,0.0187381,0.0594718,-0.0407336,-0.00390292,0.0368307,-0.0148352,-0.00390292,
0.02475,0,-0.298278,-1.48992,-0.402759,-4.02528,-0.216409,0.003727,0.0156434,0.0156434,0.0574591,-0.0418157,-0.003727,0.0380887,-0.0119164,-0.003727,
0.0248,0,-0.591777,-1.49038,-0.385484,-4.13903,-0.208122,0.00354725,0.0125333,0.0125333,0.0553896,-0.0428563,-0.00354725,0.039309,-0.00898608,-0.00354725,
0.02485,0,-0.884843,-1.48954,-0.367822,-4.24869,-0.19963,0.00336385,0.00941083,0.00941083,0.0532653,-0.0438544,-0.00336385,0.0404906,-0.00604699,-0.00336385,
0.0249,0,-1.17719,-1.48739,-0.349789,-4.35416,-0.19094,0.00317697,0.00627905,0.00627905,0.0510882,-0.0448091,-0.00317697,0.0416322,-0.00310208,-0.00317697,
0.02495,0,-1.46852,-1.48394,-0.331403,-4.45533,-0.182063,0.00298681,0.00314108,0.00314108,0.0488605,-0.0457194,-0.00298681,0.0427326,-0.000154265,-0.00298681,
0.025,0,-1.75854,-1.47919,-0.312683,-4.5521,-0.173005,0.00279355,4.4884e-11,4.4884e-11,0.0465845,-0.0465845,-0.00279355,0.0437909,0.00279355,-0.00279355,
0.02505,0,-2.04699,-1.47314,-0.293647,-4.64437,-0.163778,0.00259739,-0.00314108,-0.00314108,0.0442623,-0.0474034,-0.00259739,0.044806,0.00573846,-0.00259739,
0.0251,0,-2.33356,-1.4658,-0.274314,-4.73207,-0.154388,0.00239851,-0.00627905,-0.00627905,0.0418962,-0.0481753,-0.00239851,0.0457768,0.00867756,-0.00239851,
0.02515,0,-2.61797,-1.45717,-0.254703,-4.81509,-0.144847,0.00219712,-0.00941083,-0.00941083,0.0394887,-0.0488995,-0.00219712,0.0467024,0.011608,-0.00219712,
0.0252,0,-2.89995,-1.44727,-0.234833,-4.89336,-0.135163,0.00199341,-0.0125333,-0.0125333,0.037042,-0.0495754,-0.00199341,0.0475819,0.0145267,-0.00199341,
0.02525,0,-3.1792,-1.4361,-0.214725,-4.96679,-0.125345,0.00178759,-0.0156434,-0.0156434,0.0345586,-0.0502021,-0.00178759,0.0484145,0.017431,-0.00178759,
0.0253,0,-3.45547,-1.42367,-0.194397,-5.03533,-0.115404,0.00157986,-0.0187381,-0.0187381,0.032041,-0.0507791,-0.00157986,0.0491992,0.020318,-0.00157986,
0.02535,0,-3.72847,-1.41,-0.17387,-5.09889,-0.105349,0.00137042,-0.0218143,-0.0218143,0.0294915,-0.0513058,-0.00137042,0.0499354,0.0231847,-0.00137042,
0.0254,0,-3.99794,-1.39509,-0.153165,-5.15742,-0.0951907,0.00115948,-0.024869,-0.024869,0.0269128,-0.0517818,-0.00115948,0.0506223,0.0260285,-0.00115948,
0.02545,0,-4.2636,-1.37896,-0.132301,-5.21086,-0.0849383,0.000947261,-0.0278991,-0.0278991,0.0243074,-0.0522065,-0.000947261,0.0512592,0.0288464,-0.000947261,
0.0255,0,-4.5252,-1.36163,-0.1113,-5.25916,-0.0746021,0.000733959,-0.0309017,-0.0309017,0.0216778,-0.0525795,-0.000733959,0.0518455,0.0316357,-0.000733959,
0.02555,0,-4.78247,-1.34311,-0.090182,-5.30226,-0.0641925,0.00051979,-0.0338738,-0.0338738,0.0190267,-0.0529005,-0.00051979,0.0523807,0.0343936,-0.00051979,
0.0256,0,-5.03516,-1.32342,-0.0689679,-5.34013,-0.0537197,0.000304964,-0.0368125,-0.0368125,0.0163566,-0.0531691,-0.000304964,0.0528641,0.0371174,-0.000304964,
0.02565,0,-5.28303,-1.30258,-0.0476788,-5.37273,-0.043194,8.96966e-05,-0.0397148,-0.0397148,0.0136702,-0.053385,-8.96966e-05,0.0532953,0.0398045,-8.96966e-05,
0.0257,0,-5.52582,-1.28061,-0.0263358,-5.40002,-0.0326258,-0.000125801,-0.0425779,-0.0425779,0.0109702,-0.0535482,0.000125801,0.053674,0.0424521,0.000125801,
0.02575,0,-5.7633,-1.25753,-0.00495981,-5.42199,-0.0220256,-0.000341315,-0.045399,-0.045399,0.00825924,-0.0536583,0.000341315,0.0539996,0.0450577,0.000341315,
0.0258,0,-5.99523,-1.23336,0.0164279,-5.4386,-0.0114037,-0.000556633,-0.0481754,-0.0481754,0.00553994,-0.0537153,0.000556633,0.0542719,0.0476187,0.000556633,
0.02585,0,-6.22138,-1.20812,0.0378063,-5.44984,-0.000770752,-0.00077154,-0.0509041,-0.0509041,0.00281502,-0.0537192,0.00077154,0.0544907,0.0501326,0.00077154,
0.0259,0,-6.44153,-1.18184,0.0591541,-5.4557,0.00986284,-0.000985825,-0.0535827,-0.0535827,8.71668e-05,-0.0536698,0.000985825,0.0546557,0.0525969,0.000985825,
0.02595,0,-6.65546,-1.15455,0.0804503,-5.45618,0.0204866,-0.00119928,-0.0562083,-0.0562083,-0.00264092,-0.0535674,0.00119928,0.0547667,0.0550091,0.00119928,
0.026,0,-6.86295,-1.12627,0.101674,-5.45127,0.0310899,-0.00141168,-0.0587785,-0.0587785,-0.00536656,-0.053412,0.00141168,0.0548236,0.0573668,0.00141168,
0.02605,0,-7.06381,-1.09703,0.122804,-5.44099,0.0416625,-0.00162283,-0.0612907,-0.0612907,-0.00808705,-0.0532037,0.00162283,0.0548265,0.0596679,0.00162283,
0.0261,0,-7.25784,-1.06685,0.143819,-5.42533,0.0521938,-0.00183251,-0.0637424,-0.0637424,-0.0107997,-0.0529427,0.00183251,0.0547752,0.0619099,0.00183251,
0.02615,0,-7.44483,-1.03576,0.1647,-5.40431,0.0626735,-0.00204052,-0.0661312,-0.0661312,-0.0135019,-0.0526293,0.00204052,0.0546698,0.0640907,0.00204052,
0.0262,0,-7.62461,-1.00381,0.185424,-5.37796,0.0730912,-0.00224665,-0.0684547,-0.0684547,-0.0161909,-0.0522639,0.00224665,0.0545105,0.0662081,0.00224665,
